	title	category
281755	Kazakhstan's Credit-Rating Outlook Cut to Negative by S&P	b
198433	'Chef' Director: The Creative Driving Force Behind The Food Culture Is Latino  ...	e
351323	WATCH: Robin Thicke Details Aftermath Of Breakup With Paula Patton	e
346741	How Are The Critics Reacting To Melissa McCarthyâ€™s â€˜Tammyâ€™?	e
303490	Jennifer Lopez And Marc Anthony Are Officially Divorced After Being Separated  ...	e
163454	GLOBAL MARKETS-Shares, dollar struggle on Ukraine anxiety	b
366464	Endo, BioDelivery painkiller effective in late-stage study	m
192104	RPT-TABLE-Konami -2013/14 group results (SEC)	b
321672	GLOBAL MARKETS-Stocks put aside US growth shock, UK eyed	b
303150	'Straight Outta Compton' Gets Release Date & First Photo	e
98409	UPDATE 2-KISS, Nirvana, Hall and Oates inducted by Rock and Roll Hall of Fame	e
371339	CORRECTED-UPDATE 1-China June consumer inflation cools, more stimulus  ...	b
79688	Canadian auto sales nudge higher in March	b
184770	Squeeze on Help to Buy mortgages	b
14983	Tyler The Creator - Tyler The Creator Dashed To Dallas Gig After Arrest	e
398286	Fed Decision-Day Guide: QE Tapering to Inflation Debate	b
404968	Argentina says debt deal between third parties would not break RUFO	b
142145	Tila Tequila, Former Reality Star & Glamour Model, Is Pregnant!	e
30853	Netflix CEO Reed Hastings blasts ISPs in net neutrality row	t
173336	IMF cuts Russia 2014 growth forecast, sees $100 bln capital outflow	b
104777	National Bank of Greece Said to Plan EU2.1 Bln Capital Increase	b
180219	UBS overhauls structure, offers investors extra cash	b
398743	REFILE-Reynolds American profit rises 6.7 pct on higher pricing	b
69703	"Someone Will Die On Tonight's ""The Walking Dead"" Finale. Bets Are On"	e
132155	Racy Subway poster for breast enhancement sparks MTA investigation	b
420351	'Friends' Reunion On 'Jimmy Kimmel Live' With Jennifer Aniston, Courteney Cox  ...	e
195946	Euro Poised for Weekly Drop as Draghi Signals June Policy Move	b
388997	Lindsay Lohan - Lindsay Lohan Sparks Fresh Romance Rumours	e
371495	UPDATE 1-AbbVie forced to retract comments in Shire takeover fight	b
7300	The Bachelor: Heartbreaking Lessons About Self-Respect	e
165819	"UPDATE 1-Russia says EU should be ""ashamed"" over sanctions"	b
58288	Gwyneth Paltrow Breaks Silence After Split From Chris Martin, Thanks Fans For  ...	e
49688	Oprah's Going On Tour, People	e
174855	The New Kids On The Block Are Getting A Reality Show	e
339984	Facebook's Psych Experiment: Consent, Privacy, and Manipulation	t
192721	RPT-UPDATE 1-Samsung Electronics replaces mobile design head	t
14586	Britney Spears - Britney Spears' Sister Weds In Las Vegas	e
14443	Chris Pine Drunken Driving: 'Star Trek' Actor Pleads Guilty To DUI Charges In  ...	e
35305	Sending it to a higher place? Customs officials intercept shipment of cocaine  ...	b
16641	UPDATE 1-Wal-Mart entry into used videogames trade threatens GameStop	b
333866	Argentina Eurobond Holders Seek Exemption From Block	b
177489	Andrew Garfield and Emma Stone get kissing lesson from Chris Martin on SNL	e
320794	Seth Rogen - Seth Rogen Embroiled In Political Row Over North Korea Film	e
228526	Seth McFarlane takes aim at western genre	e
375746	Britney's Just the Beginning: How Auto-Tuning Took Over the Music Industry	e
2896	Zac Efron 'would like to make fourth High School Musical movie'	e
152011	Procter & Gamble third-quarter profit rises	b
157113	Avril Lavigne - Avril Lavigne Defends Controversial Hello Kitty Video	e
7948	Blood test that can predict Alzheimer's disease	m
173126	Lew Urges US Housing-Finance Overhaul as Senate Bill Delayed	b
59080	Zac Efron Defends Bodyguard Against Skid Row Homeless Attackers	e
236557	Johnny Depp in bald cap and wig in role of mob boss James 'Whitey' Bulger as  ...	e
65460	Avicii Hospitalized In Miami, Forced Out Of Ultra Show	e
210911	Alcohol Killed 3.3 Million People In 2012, World Health Organization Reports	m
182563	Naomi Watts runs errands hours before her glamorous turn at Met Gala	e
27019	Fonda Joins Tomlin in Netflix Comedy 'Grace and Frankie' (2)	e
348954	US bond yields near lows even if jobs numbers stay rosy	b
278779	Look Out Spotify â€“ Amazon Launches Audio Streaming Service â€˜Prime  ...	e
127703	UPDATE 2-Irish court convicts 2 Anglo Irish bankers of illegal lending	b
24209	Yellen Assertion of No Rate Change Doubted as Yields Rise (1)	b
28866	UPDATE 2-Credit Suisse to pay $885 mln in FHFA mortgage fraud case	b
90973	Republicans Slam Dems' Equal Pay Push As 'Bizarre,' 'Condescending' To Women	b
119275	Bryan Cranston's Walter White Scores Fan A Date For The Prom [Video]	e
79927	UPDATE 2-Renesas in talks with Apple, others on sale of display chip unit -source	b
343288	Oscar Pistorius's Trial Hears Gun-Toting Athlete Drove Cars Fast	m
340088	UPDATE 1-Twitter names former Goldman executive Noto as CFO	b
41700	Consumer Confidence in US Rises to a Six-Year High	b
237987	Ahead of the Bell: US Existing Home Sales	b
127211	Diabetes Complication Rate Drops Even as US Cases Keep Rising	m
415216	Nicki Minaj - Nicki Minaj: 'Snake Bite Dancer Was A Trooper'	e
166657	LG Electronics says higher TV marketing could blunt Q2 earnings	t
199859	Drone Almost Struck Airliner Over Florida in March, FAA Says (1)	b
341758	Shia Labeouf - Shia LaBeouf checks into rehab	e
390758	UPDATE 2-Ericsson's networks unit recovers, shares rally	b
396032	Manic Monday? Kim Kardashian tweets she was followed by a 'crazy driver' after  ...	e
420728	Emma Stone dazzles in plunging emerald green gown on the red carpet at the  ...	e
265617	Scout Willis Walks Topless In New York	e
63308	New Kurt Cobain Suicide Note And Death Scene Images Released As Hall Of  ...	e
35825	US gas prices rose nearly 5 cents over 2 weeks - survey	t
383900	Giant Hole Forms In Siberia, And Nobody Can Explain Why	t
14612	Jamie Lynn Spears is married	e
257791	Queen - Queen releasing new songs with Freddie Mercury	e
303526	New '50 Shades' Shot Involves Jamie Dornan, A Black Car And Some Leather	e
377731	Microsoft Plans Biggest Round Of Job Cuts In 5 Years	t
175450	Here's What Happens When 'Star Wars' Meets 'Girls'	e
318778	Michael Jackson fans mark fifth anniversary of the King of Pop's death in LA	e
200165	UPDATE 1-US Postal Service loss hits $1.9 billion; package volume up	b
239604	'That never happened': Miley Cyrus denies that she shamed Jennifer Lawrence  ...	e
137080	Kim Kardashian in 'extreme dieting mode' before wedding to Kanye West	e
272195	FOREX-Euro gets a respite after euro zone inflation data	b
19641	'I had wings once... they were strong' Soaring Angelina Jolie vanquishes army in  ...	e
367682	Fourth of July beachgoers rescue baby dolphin that was trapped in shallow surf  ...	t
89113	Miley Cyrus - Miley Cyrus Too Sick To Sing, Cancels Monday Night Show	e
205779	Hugh Jackman Has Cancerous Growth Removed, Makes X-Men Premiere  ...	e
74796	Johnny Depp - Johnny Depp confirms engagement to Amber Heard	e
340625	UPDATE 2-France's BNP to pay $9 bln in US sanctions case, face dollar  ...	b
152067	UPDATE 2-JetBlue pilots vote to join union; shares fall	b
828	US Stocks Retreat With Emerging Equities on China Data	b
86022	Yahoo Looking To Enter Original Programming Game: WSJ	e
362560	Asian Stocks Slip as Brent Drops; Dollar Strengthens	b
153451	Lupita Nyong'o Named People's Most Beautiful, But She's So Much More	e
79636	Scientists discover that humans have 21 different facial expressions	m
387101	ECHOES OF 1983 SOVIET ATTACK ON JET	b
324584	'The Interview': Are Seth Rogen and James Franco About to Start Another World  ...	e
62243	Kim Kardashian - Burger King offer to cater Kim Kardashian and Kanye West  ...	e
411833	UPDATE 1-Value of Canadian building permits jumps 13.5 percent in June	b
376748	NYMEX-US crude at over $101 on Libya, Iraq supply concern, US inventory  ...	b
273717	Pharrell Williams - Pharrell Williams motivated by wife	e
400466	Snapchat could be worth $10 BILLION: App in major funding talks with Alibaba a  ...	b
104738	ECB Said to Join BOE in Call for Better-Functioning ABS Market	b
89160	Miley Cyrus turns Elle covergirl in a sparkly jumpsuit	e
285985	World Cup fever hits space as six astronauts show off their football skills  ...	t
255061	RPT-UPDATE 2-Intuit to buy Check Inc for $360 mln	b
292518	Harrison Ford's Broken Ankle Will Keep Him Away From 'Star Wars' For 2 Months	e
318167	Google Glass launches in the UK: Explorer scheme is now open to British adults  ...	t
399410	Increased Ocean Acidity Puts Alaska Fisheries At Risk, Study Says	t
180354	RBA's Stevens Holds Benchmark Interest Rate at 2.5% (Full Text)	b
275784	WRAPUP 1-China May data shows growth steadying, but more stimulus may be  ...	b
400433	UPDATE 1-Portugal's Millennium BCP bank sharply cuts first-half loss	b
70557	S&P 500 Rises on Yellen as Europe Gains, Treasuries Fall	b
269905	Rihanna - Rihanna's Cfda Dress Was Covered With Swarovski Crystals	e
97915	FTC Says Facebook, WhatsApp Must Honor User Privacy Policies (1)	t
112025	Relativity Said to Offer $1.1 Billion for Maker Studios	b
60794	Dollar falls versus yen on renewed geopolitical concerns	b
250630	First Camelopardalid Meteor Shower To Debut May 23 (LIVESTREAM VIDEO)	t
201573	3 Things You Should Tell Your Kids on Mother's Day	e
340057	UPDATE 2-Portugal's BES shares on roller-coaster after short-selling ban	b
414845	MTV Video Music Awards 2014 - Check Out The Red Carpet Pics! [Pictures]	e
66026	UPDATE 2-Renal denervation fails to lower blood pressure in critical test	m
408588	Selena Gomez exposes her derriere in VERY short cut-offs while heading to a  ...	e
180180	UPDATE 1-US services sector growth slows in April - Markit	b
125947	Maundy Thursday 2014: The History Behind The Holy Thursday Before Easter	e
37857	US STOCKS-Wall St slumps, Nasdaq under 50-day moving average	b
26942	Sir Mick Jagger - L'Wren Scott's death confirmed as suicide	e
326786	Most Puerto Rico Electric Debt Lacks Lifeline for Investors	b
236480	Benedict Cumberbatch To Star In Whitey Bulger Biopic 'Black Mass'	e
180660	Deaths fell after Massachusetts healthcare overhaul: study	b
88821	Kristie Alley Returns To Jenny Craig, Wants To Lose 30 Pounds	e
263347	UPDATE 1-ECB warns investors' gamble for profit could backfire	b
35684	US STOCKS SNAPSHOT-Wall St ends down as investors book profits	b
274995	Some things to know about the latest research on colon cancer screening.	m
240348	UPDATE 2-Canada March retail sales slip from record high	b
239002	Fruit flies 'think' before they make 'tough' decision, research suggests	t
225903	Fed's Plosser: Massive bank reserves could trigger inflation	b
329159	Seth MacFarlane Vows To Match Donations Made In 'Reading Rainbow  ...	e
205657	Conchita Wurst's Eurovision Victory Sparks Anger In Russia	e
309686	UPDATE 7-Brent crude falls again as Iraq supply fears ease	b
192347	Draghi says ECB may act after sees June forecasts	b
159381	A Year After Deadly Collapse, Bangladesh's Garment Industry Remains Broken	b
363705	Eurostar Passengers Face Delays After Power Supply Disruption	b
320408	"Time For ""Transformers: Age Of Extinction"" To Prove Its Metal With Early Release  ..."	e
91464	Shortage Leads Airlines To Drop Limes From Beverage Service	b
6929	Irish Whiskey Is Fit for More Than a Tot or Two on St. Paddy's Day	e
100363	UPDATE 1-Natco seeks to block Gilead's hepatitis C drug patent in India-source	m
336551	The move came two days after CNBC's Squawk on the Street co-host Simon  ...	e
326457	BNP Paribas to Reinforce Primary Dealer Role as Rivals Struggle	b
281888	US STOCKS-Intel lifts Wall St, but indexes set for lower week	b
386816	Fiat held no merger talks with Volkswagen, spokesman says	b
367455	Brazil bandits steal $36 mln of Samsung phones, computers	t
163432	Dollar down vs. yen, Swiss franc as Ukraine tensions feed safety bid	b
131081	UPDATE 2-'X-Men' director Bryan Singer accused of drugging, raping teen	e
358400	'Tammy' Sees McCarthy in a Familiar Role	e
418232	US CBO: slightly higher 2014 deficit on lower corporate taxes	b
332604	UPDATE 1-TV executive Garth Ancier countersues sex abuse accuser	e
127125	Miley Cyrus - Miley Cyrus To Remain In Hospital And Miss Second Show	e
195114	Eczema May Reduce Skin Cancer Risk, Study In Mice Suggests	m
307638	BNP Dividend Future Slides on Report Settlement Is Close	b
103433	Spider-Man's latest mission... battling bullying: Andrew Garfield wins over inner  ...	e
217654	SNL Explains The Jay Z And Solange Elevator Video, More Or Less	e
204151	UPDATE 1-Under fire, Pfizer hits back as weighs next Astra move	b
153820	UPDATE 1-HBO strikes deal with Amazon to stream shows	e
187894	Obama Overhaul Has Health Care Dominating '14 Rally: Muni Credit	m
281288	More U.S. States Report Cases Of Chikungunya Virus	m
120456	Zebra Tech to buy Motorola Solutions' unit for $3.5 bln - FT	b
307336	CORRECTED-US STOCKS-Futures flat after mixed data overseas	b
197010	From IPO To Rental Boyfriends: Everything You Need To Know About China's  ...	t
420516	Sandra Bullock - Sandra Bullock, Jennifer Aniston And 50 Cent Help Chelsea  ...	e
383358	Murdoch Time Warner Bid Team Includes Dow Jones Advisers	b
421935	UPDATE 2-US names Connecticut official to lead federal Obamacare marketplace	m
56317	Putin's Privatized Propaganda Machine in Overdrive on Crimea (1)	b
100805	Swiss stocks - Factors to watch on April 10	m
12912	UPDATE 2-US forces seize tanker carrying oil from Libya rebel port	b
191234	UPDATE 1-Bank of England sticks with low rates even as recovery builds	b
23738	Nearly Half Of Americans Believe In Medical Conspiracy Theories	m
354700	'Life Itself' Crafts Heartfelt, Candid Portrait Of Roger Ebert	e
124643	UPDATE 1-Yahoo shares jump as Alibaba's revenue surges ahead of IPO	b
403139	Chris Pratt - Chris Pratt Embarrassed By Weight At Auditions	e
81792	Its existing licensing agreement with T-Mobile US Inc. expires on April 25.	t
22727	L'Wren Scott's sister Jan Shane claims designer was devastated she didn't have  ...	e
107071	Meet The Latinos At The 2014 Coachella Music Festival (VIDEOS)	e
333231	'Designing Women' Star Dies After Battle With Cancer	e
411400	Adrienne Bailon - Adrienne Bailon defends herself over Rob Kardashian  ...	e
223287	Our Mobile Apps	b
5392	CORRECTED-Men's Wearhouse seals $1.8 billion deal to buy Jos. A. Bank	b
133555	What Google Glass Can't See	t
101207	FOREX-Dollar stung by Fed minutes, Aussie rises on solid jobs data	b
48624	Box Unveils Tools for Developers to Build on Its Cloud Services	t
185150	Fresh fears over Pfizer's record £63bn bid for AstraZeneca	b
298751	TIMELINE-General Motors grapples with safety crisis	t
261473	Why Mick Jagger's biographer thinks the Rolling Stones singer is now the Albert  ...	e
380330	Randall Miller - Randall Miller And Wife Surrender To Police Over Midnight  ...	e
377142	US STOCKS-Wall St opens higher on M&A, Citi earnings	b
315	Bitcoin Charges Against Florida Man May Proceed, Judge Rules (1)	b
120528	Yahoo sees flat second quarter as revenue growth remains elusive	b
405975	Overdraft fees risky for consumers, bonanza for US banks: report	b
115259	Kim Kardashian Looks Effortlessly Chic In Paris	e
205796	Hugh Jackman Expected To Reprise Wolverine Role In Three More Movies	e
347401	This State Is Where The Most Painkillers Are Prescribed	m
210589	'Community' Creator Dan Harmon Lists Some Shows To Fill The Void	e
59933	WRAPUP 2-Fresh objects seen in new Malaysia jet search area	b
287213	Matt Lauer Extends Contract, Will Stay At 'Today' For Years To Come	e
114981	How Tina Fey And Bryan Cranston Helped Jon Hamm Say Goodbye To 'Mad Men'	e
95358	Chinese city clears shelves of water in chemical scare	b
56017	India Is Polio-Free After 3 Years Of No New Cases	m
